Module1.name,Module2.name,Module1.size,Module2.size,Module1.proportion.overlap,Module2.proportion.overlap,intersection.size,union.size,genome.size,p.value,odds.ratio,Jaccard.index,FDR,Bonferroni
plum1,14,69,88,0.014,0.011,1,156,15712,0.321849437013544,2.62917803544086,0.00641025641025641,1,1
plum1,6,69,58,0.014,0.017,1,126,15712,0.225653551555754,4.02017048501721,0.00793650793650794,1,1
plum1,7,69,78,0.014,0.013,1,146,15712,0.291170968884088,2.97244344695115,0.00684931506849315,1,1
plum1,5,69,24,0,0,0,93,15712,1,0,0,1,1
plum1,16,69,100,0,0,0,169,15712,1,0,0,1,1
plum1,11,69,25,0,0,0,94,15712,1,0,0,1,1
plum1,15,69,32,0,0,0,101,15712,1,0,0,1,1
plum1,1,69,20,0,0,0,89,15712,1,0,0,1,1
plum1,12,69,58,0.014,0.017,1,126,15712,0.225653551555754,4.02017048501721,0.00793650793650794,1,1
plum1,9,69,24,0.014,0.042,1,92,15712,0.10031161755163,9.98075945906954,0.0108695652173913,1,1
cyan,4,169,66,0.006,0.015,1,234,15712,0.510923963197543,1.41733136096205,0.00427350427350427,1,1
cyan,17,169,44,0.006,0.023,1,212,15712,0.379039853765169,2.14549998870123,0.00471698113207547,1,1
cyan,13,169,80,0,0,0,249,15712,1,0,0,1,1
cyan,2,169,104,0,0,0,273,15712,1,0,0,1,1
cyan,3,169,53,0,0,0,222,15712,1,0,0,1,1
cyan,8,169,82,0,0,0,251,15712,1,0,0,1,1
cyan,14,169,88,0.012,0.023,2,255,15712,0.24440510718515,2.15236560589707,0.00784313725490196,1,1
cyan,6,169,58,0,0,0,227,15712,1,0,0,1,1
cyan,7,169,78,0,0,0,247,15712,1,0,0,1,1
cyan,5,169,24,0,0,0,193,15712,1,0,0,1,1
cyan,16,169,100,0.006,0.01,1,268,15712,0.662056863953204,0.928575638482383,0.00373134328358209,1,1
cyan,11,169,25,0,0,0,194,15712,1,0,0,1,1
cyan,10,169,64,0.006,0.016,1,232,15712,0.500185833147188,1.46250692492385,0.00431034482758621,1,1
cyan,1,169,20,0,0,0,189,15712,1,0,0,1,1
cyan,12,169,58,0.006,0.017,1,226,15712,0.466544959172371,1.61708755804773,0.00442477876106195,1,1
cyan,9,169,24,0,0,0,193,15712,1,0,0,1,1
pink,4,236,66,0,0,0,302,15712,1,0,0,1,1
pink,17,236,44,0,0,0,280,15712,1,0,0,1,1
pink,13,236,80,0,0,0,316,15712,1,0,0,1,1
pink,2,236,104,0.004,0.01,1,339,15712,0.793858028752034,0.635131146108446,0.00294985250737463,1,1
pink,3,236,53,0,0,0,289,15712,1,0,0,1,1
pink,6,236,58,0,0,0,294,15712,1,0,0,1,1
pink,7,236,78,0,0,0,314,15712,1,0,0,1,1
pink,5,236,24,0,0,0,260,15712,1,0,0,1,1
pink,16,236,100,0,0,0,336,15712,1,0,0,1,1
pink,11,236,25,0,0,0,261,15712,1,0,0,1,1
pink,15,236,32,0,0,0,268,15712,1,0,0,1,1
pink,10,236,64,0,0,0,300,15712,1,0,0,1,1
pink,12,236,58,0,0,0,294,15712,1,0,0,1,1
pink,9,236,24,0.004,0.042,1,259,15712,0.304755501039916,2.85864618927668,0.00386100386100386,1,1
yellowgreen,4,72,66,0,0,0,138,15712,1,0,0,1,1
yellowgreen,17,72,44,0,0,0,116,15712,1,0,0,1,1
yellowgreen,13,72,80,0,0,0,152,15712,1,0,0,1,1
yellowgreen,2,72,104,0,0,0,176,15712,1,0,0,1,1
yellowgreen,3,72,53,0,0,0,125,15712,1,0,0,1,1
yellowgreen,8,72,82,0,0,0,154,15712,1,0,0,1,1
yellowgreen,14,72,88,0,0,0,160,15712,1,0,0,1,1
yellowgreen,6,72,58,0,0,0,130,15712,1,0,0,1,1
yellowgreen,7,72,78,0,0,0,150,15712,1,0,0,1,1
yellowgreen,5,72,24,0,0,0,96,15712,1,0,0,1,1
yellowgreen,16,72,100,0,0,0,172,15712,1,0,0,1,1
yellowgreen,15,72,32,0,0,0,104,15712,1,0,0,1,1
yellowgreen,10,72,64,0,0,0,136,15712,1,0,0,1,1
yellowgreen,1,72,20,0,0,0,92,15712,1,0,0,1,1
yellowgreen,12,72,58,0,0,0,130,15712,1,0,0,1,1
yellowgreen,9,72,24,0,0,0,96,15712,1,0,0,1,1
green,4,534,66,0.006,0.045,3,597,15712,0.390053454573601,1.35545178209804,0.0050251256281407,1,1
green,17,534,44,0.004,0.045,2,576,15712,0.443727918335192,1.35478361181381,0.00347222222222222,1,1
green,3,534,53,0.006,0.057,3,584,15712,0.26866154352277,1.70929701894526,0.00513698630136986,1,1
green,8,534,82,0.004,0.024,2,614,15712,0.772759667166879,0.709503438822383,0.00325732899022801,1,1
green,14,534,88,0.004,0.023,2,620,15712,0.805451101552933,0.659742383110556,0.0032258064516129,1,1
green,5,534,24,0.002,0.042,1,557,15712,0.564161895905286,1.23621414375612,0.00179533213644524,1,1
green,16,534,100,0.006,0.03,3,631,15712,0.665525035490331,0.87839164701492,0.00475435816164818,1,1
green,15,534,32,0.004,0.062,2,564,15712,0.296965656820243,1.89817769865911,0.00354609929078014,1,1
green,1,534,20,0,0,0,554,15712,1,0,0,1,1
green,9,534,24,0.002,0.042,1,557,15712,0.564161895905286,1.23621414375612,0.00179533213644524,1,1
orange,17,92,44,0,0,0,136,15712,1,0,0,1,1
orange,13,92,80,0,0,0,172,15712,1,0,0,1,1
orange,2,92,104,0,0,0,196,15712,1,0,0,1,1
orange,3,92,53,0,0,0,145,15712,1,0,0,1,1
orange,8,92,82,0.011,0.012,1,173,15712,0.382948662188459,2.10799051232393,0.00578034682080925,1,1
orange,14,92,88,0.011,0.011,1,179,15712,0.404426090231975,1.96186229223046,0.00558659217877095,1,1
orange,6,92,58,0,0,0,150,15712,1,0,0,1,1
orange,5,92,24,0,0,0,116,15712,1,0,0,1,1
orange,16,92,100,0,0,0,192,15712,1,0,0,1,1
orange,11,92,25,0,0,0,117,15712,1,0,0,1,1
orange,15,92,32,0,0,0,124,15712,1,0,0,1,1
orange,10,92,64,0,0,0,156,15712,1,0,0,1,1
orange,1,92,20,0,0,0,112,15712,1,0,0,1,1
orange,12,92,58,0,0,0,150,15712,1,0,0,1,1
orange,9,92,24,0,0,0,116,15712,1,0,0,1,1
white,4,90,66,0.011,0.015,1,155,15712,0.316091140385008,2.68884132720132,0.00645161290322581,1,1
white,17,90,44,0,0,0,134,15712,1,0,0,1,1
white,2,90,104,0,0,0,194,15712,1,0,0,1,1
white,3,90,53,0.011,0.019,1,142,15712,0.262853661074731,3.36379001817824,0.00704225352112676,1,1
white,8,90,82,0,0,0,172,15712,1,0,0,1,1
white,14,90,88,0,0,0,178,15712,1,0,0,1,1
white,5,90,24,0.011,0.042,1,113,15712,0.128876122843856,7.61754101535682,0.00884955752212389,1,1
white,16,90,100,0.011,0.01,1,189,15712,0.438015031767885,1.76168816436414,0.00529100529100529,1,1
white,11,90,25,0,0,0,115,15712,1,0,0,1,1
white,15,90,32,0,0,0,122,15712,1,0,0,1,1
white,1,90,20,0,0,0,110,15712,1,0,0,1,1
white,12,90,58,0.011,0.017,1,147,15712,0.283797913292289,3.06774039602547,0.00680272108843537,1,1
white,9,90,24,0.011,0.042,1,113,15712,0.128876122843856,7.61754101535682,0.00884955752212389,1,1
tan,4,177,66,0,0,0,243,15712,1,0,0,1,1
tan,17,177,44,0.006,0.023,1,220,15712,0.392967202910514,2.04690287452334,0.00454545454545455,1,1
tan,13,177,80,0,0,0,257,15712,1,0,0,1,1
tan,2,177,104,0,0,0,281,15712,1,0,0,1,1
tan,3,177,53,0,0,0,230,15712,1,0,0,1,1
tan,8,177,82,0.006,0.012,1,258,15712,0.606002913813064,1.0840209699857,0.00387596899224806,1,1
tan,14,177,88,0.006,0.011,1,264,15712,0.632031032298452,1.00888241193183,0.00378787878787879,1,1
tan,6,177,58,0,0,0,235,15712,1,0,0,1,1
tan,7,177,78,0,0,0,255,15712,1,0,0,1,1
tan,5,177,24,0,0,0,201,15712,1,0,0,1,1
tan,16,177,100,0.006,0.01,1,276,15712,0.67906790016712,0.885910903154959,0.0036231884057971,1,1
tan,11,177,25,0,0,0,202,15712,1,0,0,1,1
tan,15,177,32,0,0,0,209,15712,1,0,0,1,1
tan,10,177,64,0.006,0.016,1,240,15712,0.516418417905883,1.3953201451487,0.00416666666666667,1,1
tan,1,177,20,0,0,0,197,15712,1,0,0,1,1
tan,12,177,58,0,0,0,235,15712,1,0,0,1,1
tan,9,177,24,0.006,0.042,1,200,15712,0.238222951956676,3.83140731454489,0.005,1,1
saddlebrown,4,81,66,0,0,0,147,15712,1,0,0,1,1
saddlebrown,17,81,44,0,0,0,125,15712,1,0,0,1,1
saddlebrown,13,81,80,0,0,0,161,15712,1,0,0,1,1
saddlebrown,2,81,104,0,0,0,185,15712,1,0,0,1,1
saddlebrown,3,81,53,0,0,0,134,15712,1,0,0,1,1
saddlebrown,8,81,82,0,0,0,163,15712,1,0,0,1,1
saddlebrown,14,81,88,0,0,0,169,15712,1,0,0,1,1
saddlebrown,6,81,58,0,0,0,139,15712,1,0,0,1,1
saddlebrown,7,81,78,0,0,0,159,15712,1,0,0,1,1
saddlebrown,5,81,24,0,0,0,105,15712,1,0,0,1,1
saddlebrown,11,81,25,0,0,0,106,15712,1,0,0,1,1
saddlebrown,15,81,32,0.012,0.031,1,112,15712,0.15258094683493,6.28816992613136,0.00892857142857143,1,1
saddlebrown,10,81,64,0,0,0,145,15712,1,0,0,1,1
saddlebrown,1,81,20,0,0,0,101,15712,1,0,0,1,1
saddlebrown,12,81,58,0,0,0,139,15712,1,0,0,1,1
saddlebrown,9,81,24,0,0,0,105,15712,1,0,0,1,1
darkgreen,4,106,66,0,0,0,172,15712,1,0,0,1,1
darkgreen,17,106,44,0,0,0,150,15712,1,0,0,1,1
darkgreen,13,106,80,0.019,0.025,2,184,15712,0.101608524891933,3.82776724294493,0.0108695652173913,1,1
darkgreen,2,106,104,0,0,0,210,15712,1,0,0,1,1
darkgreen,3,106,53,0,0,0,159,15712,1,0,0,1,1
darkgreen,8,106,82,0,0,0,188,15712,1,0,0,1,1
darkgreen,14,106,88,0,0,0,194,15712,1,0,0,1,1
darkgreen,6,106,58,0.009,0.017,1,163,15712,0.325197690124746,2.59771705733988,0.00613496932515337,1,1
darkgreen,7,106,78,0,0,0,184,15712,1,0,0,1,1
darkgreen,5,106,24,0,0,0,130,15712,1,0,0,1,1
darkgreen,16,106,100,0,0,0,206,15712,1,0,0,1,1
darkgreen,11,106,25,0,0,0,131,15712,1,0,0,1,1
darkgreen,15,106,32,0,0,0,138,15712,1,0,0,1,1
darkgreen,10,106,64,0.009,0.016,1,169,15712,0.352158242554424,2.34937643673591,0.00591715976331361,1,1
darkgreen,1,106,20,0,0,0,126,15712,1,0,0,1,1
darkgreen,12,106,58,0,0,0,164,15712,1,0,0,1,1
darkgreen,9,106,24,0,0,0,130,15712,1,0,0,1,1
darkmagenta,8,148,82,0,0,0,230,15712,1,0,0,1,1
darkmagenta,14,148,88,0.007,0.011,1,235,15712,0.566201322514938,1.21016219793472,0.00425531914893617,1,1
darkmagenta,5,148,24,0,0,0,172,15712,1,0,0,1,1
darkmagenta,16,148,100,0.007,0.01,1,247,15712,0.613037785453559,1.06263445780751,0.00404858299595142,1,1
darkmagenta,11,148,25,0,0,0,173,15712,1,0,0,1,1
darkmagenta,1,148,20,0,0,0,168,15712,1,0,0,1,1
darkmagenta,9,148,24,0,0,0,172,15712,1,0,0,1,1
thistle1,4,49,66,0.02,0.015,1,114,15712,0.18663868167202,4.99811474483896,0.0087719298245614,1,1
thistle1,17,49,44,0,0,0,93,15712,1,0,0,1,1
thistle1,13,49,80,0,0,0,129,15712,1,0,0,1,1
thistle1,2,49,104,0,0,0,153,15712,1,0,0,1,1
thistle1,3,49,53,0,0,0,102,15712,1,0,0,1,1
thistle1,8,49,82,0,0,0,131,15712,1,0,0,1,1
thistle1,14,49,88,0,0,0,137,15712,1,0,0,1,1
thistle1,6,49,58,0,0,0,107,15712,1,0,0,1,1
thistle1,7,49,78,0,0,0,127,15712,1,0,0,1,1
thistle1,5,49,24,0,0,0,73,15712,1,0,0,1,1
thistle1,16,49,100,0,0,0,149,15712,1,0,0,1,1
thistle1,11,49,25,0,0,0,74,15712,1,0,0,1,1
thistle1,15,49,32,0.02,0.031,1,80,15712,0.0952088746911209,10.5007622139958,0.0125,1,1
thistle1,10,49,64,0,0,0,113,15712,1,0,0,1,1
thistle1,1,49,20,0,0,0,69,15712,1,0,0,1,1
thistle1,12,49,58,0,0,0,107,15712,1,0,0,1,1
thistle1,9,49,24,0,0,0,73,15712,1,0,0,1,1
firebrick4,4,30,66,0,0,0,96,15712,1,0,0,1,1
firebrick4,17,30,44,0,0,0,74,15712,1,0,0,1,1
firebrick4,13,30,80,0,0,0,110,15712,1,0,0,1,1
firebrick4,2,30,104,0,0,0,134,15712,1,0,0,1,1
firebrick4,3,30,53,0,0,0,83,15712,1,0,0,1,1
firebrick4,8,30,82,0,0,0,112,15712,1,0,0,1,1
firebrick4,14,30,88,0,0,0,118,15712,1,0,0,1,1
firebrick4,6,30,58,0,0,0,88,15712,1,0,0,1,1
firebrick4,7,30,78,0,0,0,108,15712,1,0,0,1,1
firebrick4,16,30,100,0,0,0,130,15712,1,0,0,1,1
firebrick4,11,30,25,0,0,0,55,15712,1,0,0,1,1
firebrick4,15,30,32,0,0,0,62,15712,1,0,0,1,1
firebrick4,10,30,64,0,0,0,94,15712,1,0,0,1,1
firebrick4,1,30,20,0,0,0,50,15712,1,0,0,1,1
firebrick4,12,30,58,0,0,0,88,15712,1,0,0,1,1
firebrick4,9,30,24,0,0,0,54,15712,1,0,0,1,1
coral2,4,39,66,0,0,0,105,15712,1,0,0,1,1
coral2,17,39,44,0,0,0,83,15712,1,0,0,1,1
coral2,13,39,80,0.026,0.012,1,118,15712,0.180715065643294,5.19395336954977,0.00847457627118644,1,1
coral2,2,39,104,0,0,0,143,15712,1,0,0,1,1
coral2,3,39,53,0.026,0.019,1,91,15712,0.123604466532745,7.90202988827433,0.010989010989011,1,1
coral2,8,39,82,0,0,0,121,15712,1,0,0,1,1
coral2,14,39,88,0,0,0,127,15712,1,0,0,1,1
coral2,6,39,58,0,0,0,97,15712,1,0,0,1,1
coral2,7,39,78,0.026,0.013,1,116,15712,0.176612072062255,5.3294661309393,0.00862068965517241,1,1
coral2,5,39,24,0,0,0,63,15712,1,0,0,1,1
coral2,16,39,100,0,0,0,139,15712,1,0,0,1,1
coral2,11,39,25,0,0,0,64,15712,1,0,0,1,1
coral2,15,39,32,0,0,0,71,15712,1,0,0,1,1
coral2,10,39,64,0.026,0.016,1,102,15712,0.147325245293833,6.51818651694153,0.00980392156862745,1,1
coral2,1,39,20,0,0,0,59,15712,1,0,0,1,1
coral2,12,39,58,0.026,0.017,1,96,15712,0.13446528748213,7.20753595680659,0.0104166666666667,1,1
coral2,9,39,24,0,0,0,63,15712,1,0,0,1,1
darkgrey,4,98,66,0,0,0,164,15712,1,0,0,1,1
darkgrey,17,98,44,0,0,0,142,15712,1,0,0,1,1
darkgrey,13,98,80,0.02,0.025,2,176,15712,0.0890245977157909,4.14874959899918,0.0113636363636364,1,1
darkgrey,2,98,104,0,0,0,202,15712,1,0,0,1,1
darkgrey,3,98,53,0,0,0,151,15712,1,0,0,1,1
darkgrey,8,98,82,0,0,0,180,15712,1,0,0,1,1
darkgrey,14,98,88,0.02,0.023,2,184,15712,0.104513630181175,3.7610578839761,0.0108695652173913,1,1
darkgrey,6,98,58,0,0,0,156,15712,1,0,0,1,1
darkgrey,7,98,78,0,0,0,176,15712,1,0,0,1,1
darkgrey,5,98,24,0,0,0,122,15712,1,0,0,1,1
darkgrey,16,98,100,0,0,0,198,15712,1,0,0,1,1
darkgrey,11,98,25,0,0,0,123,15712,1,0,0,1,1
darkgrey,15,98,32,0,0,0,130,15712,1,0,0,1,1
darkgrey,10,98,64,0,0,0,162,15712,1,0,0,1,1
darkgrey,1,98,20,0,0,0,118,15712,1,0,0,1,1
darkgrey,12,98,58,0,0,0,156,15712,1,0,0,1,1
darkgrey,9,98,24,0,0,0,122,15712,1,0,0,1,1
darkred,4,108,66,0,0,0,174,15712,1,0,0,1,1
darkred,17,108,44,0,0,0,152,15712,1,0,0,1,1
darkred,13,108,80,0.009,0.012,1,187,15712,0.424889763367756,1.83659347453621,0.0053475935828877,1,1
darkred,2,108,104,0,0,0,212,15712,1,0,0,1,1
darkred,3,108,53,0,0,0,161,15712,1,0,0,1,1
darkred,8,108,82,0.009,0.012,1,189,15712,0.432809327854195,1.79090176428661,0.00529100529100529,1,1
darkred,14,108,88,0,0,0,196,15712,1,0,0,1,1
darkred,6,108,58,0,0,0,166,15712,1,0,0,1,1
darkred,7,108,78,0,0,0,186,15712,1,0,0,1,1
darkred,5,108,24,0,0,0,132,15712,1,0,0,1,1
darkred,16,108,100,0,0,0,208,15712,1,0,0,1,1
darkred,11,108,25,0,0,0,133,15712,1,0,0,1,1
darkred,15,108,32,0.009,0.031,1,139,15712,0.198233215418462,4.69377499572728,0.00719424460431655,1,1
darkred,10,108,64,0,0,0,172,15712,1,0,0,1,1
darkred,1,108,20,0,0,0,128,15712,1,0,0,1,1
darkred,12,108,58,0,0,0,166,15712,1,0,0,1,1
darkred,9,108,24,0.009,0.042,1,131,15712,0.152666349789934,6.32900072578484,0.00763358778625954,1,1
salmon,4,172,66,0,0,0,238,15712,1,0,0,1,1
salmon,17,172,44,0.006,0.023,1,215,15712,0.384298823493474,2.1074346490768,0.00465116279069768,1,1
salmon,13,172,80,0,0,0,252,15712,1,0,0,1,1
salmon,2,172,104,0.006,0.01,1,275,15712,0.682906956568255,0.876461749906099,0.00363636363636364,1,1
salmon,3,172,53,0,0,0,225,15712,1,0,0,1,1
salmon,8,172,82,0,0,0,254,15712,1,0,0,1,1
salmon,14,172,88,0,0,0,260,15712,1,0,0,1,1
salmon,6,172,58,0,0,0,230,15712,1,0,0,1,1
salmon,7,172,78,0,0,0,250,15712,1,0,0,1,1
salmon,5,172,24,0,0,0,196,15712,1,0,0,1,1
salmon,16,172,100,0.006,0.01,1,271,15712,0.668538142051693,0.912108576128768,0.003690036900369,1,1
salmon,11,172,25,0,0,0,197,15712,1,0,0,1,1
salmon,15,172,32,0.006,0.031,1,203,15712,0.297132503332817,2.92526617984123,0.00492610837438424,1,1
salmon,10,172,64,0.006,0.016,1,235,15712,0.506334957695196,1.43657476762123,0.00425531914893617,1,1
salmon,1,172,20,0.006,0.05,1,191,15712,0.197707551926597,4.77600729053015,0.00523560209424084,1,1
salmon,12,172,58,0,0,0,230,15712,1,0,0,1,1
salmon,9,172,24,0.006,0.042,1,195,15712,0.232312386330503,3.94463081082383,0.00512820512820513,1,1
navajowhite2,4,44,66,0,0,0,110,15712,1,0,0,1,1
navajowhite2,17,44,44,0,0,0,88,15712,1,0,0,1,1
navajowhite2,13,44,80,0,0,0,124,15712,1,0,0,1,1
navajowhite2,2,44,104,0,0,0,148,15712,1,0,0,1,1
navajowhite2,3,44,53,0,0,0,97,15712,1,0,0,1,1
navajowhite2,8,44,82,0,0,0,126,15712,1,0,0,1,1
navajowhite2,14,44,88,0,0,0,132,15712,1,0,0,1,1
navajowhite2,6,44,58,0,0,0,102,15712,1,0,0,1,1
navajowhite2,7,44,78,0,0,0,122,15712,1,0,0,1,1
navajowhite2,16,44,100,0.023,0.01,1,143,15712,0.245214799926889,3.65687153620002,0.00699300699300699,1,1
navajowhite2,11,44,25,0,0,0,69,15712,1,0,0,1,1
navajowhite2,15,44,32,0,0,0,76,15712,1,0,0,1,1
navajowhite2,10,44,64,0,0,0,108,15712,1,0,0,1,1
navajowhite2,1,44,20,0,0,0,64,15712,1,0,0,1,1
navajowhite2,12,44,58,0,0,0,102,15712,1,0,0,1,1
navajowhite2,9,44,24,0,0,0,68,15712,1,0,0,1,1
black,4,243,66,0.004,0.015,1,308,15712,0.643305211758225,0.979276559845983,0.00324675324675325,1,1
black,13,243,80,0.008,0.025,2,321,15712,0.35166480369221,1.63743520576862,0.00623052959501558,1,1
black,2,243,104,0,0,0,347,15712,1,0,0,1,1
black,3,243,53,0.004,0.019,1,295,15712,0.5628494051001,1.22510735166753,0.00338983050847458,1,1
black,8,243,82,0,0,0,325,15712,1,0,0,1,1
black,14,243,88,0,0,0,331,15712,1,0,0,1,1
black,6,243,58,0.004,0.017,1,300,15712,0.595735981372486,1.11728810957024,0.00333333333333333,1,1
black,7,243,78,0.004,0.013,1,320,15712,0.704408649482306,0.826025994662945,0.003125,1,1
black,5,243,24,0,0,0,267,15712,1,0,0,1,1
black,16,243,100,0.004,0.01,1,342,15712,0.790628103361428,0.641553672251247,0.00292397660818713,1,1
black,11,243,25,0,0,0,268,15712,1,0,0,1,1
black,15,243,32,0,0,0,275,15712,1,0,0,1,1
black,10,243,64,0,0,0,307,15712,1,0,0,1,1
black,1,243,20,0,0,0,263,15712,1,0,0,1,1
black,12,243,58,0.008,0.034,2,299,15712,0.226043723486669,2.28389367070451,0.00668896321070234,1,1
black,9,243,24,0,0,0,267,15712,1,0,0,1,1
lightyellow,4,130,66,0,0,0,196,15712,1,0,0,1,1
lightyellow,17,130,44,0,0,0,174,15712,1,0,0,1,1
lightyellow,13,130,80,0.008,0.012,1,209,15712,0.486421104681749,1.52115806347562,0.00478468899521531,1,1
lightyellow,3,130,53,0.008,0.019,1,182,15712,0.356656114351909,2.3149197160501,0.0054945054945055,1,1
lightyellow,8,130,82,0,0,0,212,15712,1,0,0,1,1
lightyellow,6,130,58,0.008,0.017,1,187,15712,0.382924669106039,2.11124537967321,0.0053475935828877,1,1
lightyellow,7,130,78,0.008,0.013,1,207,15712,0.47777206716292,1.56087531890294,0.00483091787439614,1,1
lightyellow,5,130,24,0,0,0,154,15712,1,0,0,1,1
lightyellow,16,130,100,0.008,0.01,1,229,15712,0.565463173323053,1.21233746757314,0.00436681222707424,1,1
lightyellow,11,130,25,0,0,0,155,15712,1,0,0,1,1
lightyellow,10,130,64,0,0,0,194,15712,1,0,0,1,1
lightyellow,1,130,20,0.008,0.05,1,149,15712,0.153180715512662,6.34748785321263,0.00671140939597315,1,1
lightyellow,12,130,58,0.008,0.017,1,187,15712,0.382924669106039,2.11124537967321,0.0053475935828877,1,1
lightyellow,9,130,24,0,0,0,154,15712,1,0,0,1,1
skyblue2,4,39,66,0.026,0.015,1,104,15712,0.151570380140656,6.31685865119616,0.00961538461538462,1,1
skyblue2,17,39,44,0,0,0,83,15712,1,0,0,1,1
skyblue2,13,39,80,0,0,0,119,15712,1,0,0,1,1
skyblue2,2,39,104,0,0,0,143,15712,1,0,0,1,1
skyblue2,3,39,53,0,0,0,92,15712,1,0,0,1,1
skyblue2,8,39,82,0,0,0,121,15712,1,0,0,1,1
skyblue2,14,39,88,0.026,0.011,1,126,15712,0.196928742169393,4.71327644285259,0.00793650793650794,1,1
skyblue2,6,39,58,0,0,0,97,15712,1,0,0,1,1
skyblue2,7,39,78,0,0,0,117,15712,1,0,0,1,1
skyblue2,5,39,24,0,0,0,63,15712,1,0,0,1,1
skyblue2,16,39,100,0,0,0,139,15712,1,0,0,1,1
skyblue2,11,39,25,0,0,0,64,15712,1,0,0,1,1
skyblue2,15,39,32,0,0,0,71,15712,1,0,0,1,1
skyblue2,10,39,64,0,0,0,103,15712,1,0,0,1,1
skyblue2,1,39,20,0,0,0,59,15712,1,0,0,1,1
skyblue2,12,39,58,0,0,0,97,15712,1,0,0,1,1
skyblue2,9,39,24,0,0,0,63,15712,1,0,0,1,1
purple,17,225,44,0,0,0,269,15712,1,0,0,1,1
purple,13,225,80,0.013,0.038,3,302,15712,0.107181993894149,2.70407452307871,0.00993377483443709,1,1
purple,2,225,104,0,0,0,329,15712,1,0,0,1,1
purple,8,225,82,0,0,0,307,15712,1,0,0,1,1
purple,14,225,88,0.004,0.011,1,312,15712,0.719966589974401,0.790240307061179,0.00320512820512821,1,1
purple,6,225,58,0.004,0.017,1,282,15712,0.567473643074553,1.20847179431506,0.00354609929078014,1,1
purple,7,225,78,0.009,0.026,2,301,15712,0.307580646279005,1.81842855156361,0.00664451827242525,1,1
purple,11,225,25,0,0,0,250,15712,1,0,0,1,1
purple,15,225,32,0.004,0.031,1,256,15712,0.369990580682033,2.2255235897069,0.00390625,1,1
purple,1,225,20,0,0,0,245,15712,1,0,0,1,1
purple,9,225,24,0,0,0,249,15712,1,0,0,1,1
midnightblue,4,165,66,0.006,0.015,1,230,15712,0.502529364332886,1.45226916772039,0.00434782608695652,1,1
midnightblue,17,165,44,0.006,0.023,1,208,15712,0.371959559473237,2.19849404828613,0.00480769230769231,1,1
midnightblue,13,165,80,0.012,0.025,2,243,15712,0.205226584939244,2.4332423894555,0.00823045267489712,1,1
midnightblue,2,165,104,0,0,0,269,15712,1,0,0,1,1
midnightblue,3,165,53,0.012,0.038,2,216,15712,0.106822698730717,3.7276608261681,0.00925925925925926,1,1
midnightblue,8,165,82,0,0,0,247,15712,1,0,0,1,1
midnightblue,6,165,58,0,0,0,223,15712,1,0,0,1,1
midnightblue,7,165,78,0.006,0.013,1,242,15712,0.56197779013926,1.22503555499105,0.00413223140495868,1,1
midnightblue,5,165,24,0,0,0,189,15712,1,0,0,1,1
midnightblue,16,165,100,0.012,0.02,2,263,15712,0.282823685361623,1.93415931217183,0.00760456273764259,1,1
midnightblue,11,165,25,0,0,0,190,15712,1,0,0,1,1
midnightblue,15,165,32,0.006,0.031,1,196,15712,0.286919761508743,3.05147247557796,0.00510204081632653,1,1
midnightblue,10,165,64,0,0,0,229,15712,1,0,0,1,1
midnightblue,12,165,58,0,0,0,223,15712,1,0,0,1,1
midnightblue,9,165,24,0.006,0.042,1,188,15712,0.22396371447554,4.11475086057558,0.00531914893617021,1,1
plum2,4,50,66,0.02,0.015,1,115,15712,0.190065984679721,4.89512123131368,0.00869565217391304,1,1
plum2,17,50,44,0,0,0,94,15712,1,0,0,1,1
plum2,13,50,80,0,0,0,130,15712,1,0,0,1,1
plum2,2,50,104,0,0,0,154,15712,1,0,0,1,1
plum2,3,50,53,0,0,0,103,15712,1,0,0,1,1
plum2,14,50,88,0,0,0,138,15712,1,0,0,1,1
plum2,6,50,58,0,0,0,108,15712,1,0,0,1,1
plum2,7,50,78,0,0,0,128,15712,1,0,0,1,1
plum2,5,50,24,0,0,0,74,15712,1,0,0,1,1
plum2,16,50,100,0,0,0,150,15712,1,0,0,1,1
plum2,11,50,25,0,0,0,75,15712,1,0,0,1,1
plum2,15,50,32,0,0,0,82,15712,1,0,0,1,1
plum2,10,50,64,0,0,0,114,15712,1,0,0,1,1
plum2,1,50,20,0,0,0,70,15712,1,0,0,1,1
plum2,12,50,58,0,0,0,108,15712,1,0,0,1,1
plum2,9,50,24,0,0,0,74,15712,1,0,0,1,1
darkturquoise,4,100,66,0,0,0,166,15712,1,0,0,1,1
darkturquoise,17,100,44,0,0,0,144,15712,1,0,0,1,1
darkturquoise,2,100,104,0,0,0,204,15712,1,0,0,1,1
darkturquoise,3,100,53,0,0,0,153,15712,1,0,0,1,1
darkturquoise,8,100,82,0,0,0,182,15712,1,0,0,1,1
darkturquoise,14,100,88,0,0,0,188,15712,1,0,0,1,1
darkturquoise,6,100,58,0,0,0,158,15712,1,0,0,1,1
darkturquoise,7,100,78,0.02,0.026,2,176,15712,0.0882521728947885,4.17104549870207,0.0113636363636364,1,1
darkturquoise,5,100,24,0,0,0,124,15712,1,0,0,1,1
darkturquoise,16,100,100,0,0,0,200,15712,1,0,0,1,1
darkturquoise,11,100,25,0,0,0,125,15712,1,0,0,1,1
darkturquoise,15,100,32,0,0,0,132,15712,1,0,0,1,1
