hgnc_symbol,gene_biotype
DDX11L2,pseudogene
DDX11L5,pseudogene
DDX12P,pseudogene
DDX17,protein_coding
DDX18,protein_coding
DDX19A,protein_coding
DDX19B,protein_coding
DDX20,protein_coding
DDX21,protein_coding
DDX23,protein_coding
DDX24,protein_coding
DDX26B,protein_coding
DDX26B-AS1,antisense
DDX27,protein_coding
DDX28,protein_coding
DDX31,protein_coding
DDX39A,protein_coding
DDX39B,protein_coding
DDX39B-AS1,processed_transcript
DDX39B-AS1,antisense
DDX3X,protein_coding
DDX3Y,protein_coding
DDX3YP1,pseudogene
DDX41,protein_coding
DDX42,protein_coding
DDX43,protein_coding
DDX46,protein_coding
DDX47,protein_coding
DDX49,protein_coding
DDX5,protein_coding
DDX50,protein_coding
DDX50P1,pseudogene
DDX51,protein_coding
DDX52,protein_coding
DDX54,protein_coding
DDX55,protein_coding
DDX56,protein_coding
DDX58,protein_coding
DDX59,protein_coding
DDX6,protein_coding
DDX60,protein_coding
DDX60L,protein_coding
DDX6P2,pseudogene
DEAF1,protein_coding
DECR1,protein_coding
DECR2,protein_coding
DEDD,protein_coding
DEDD2,protein_coding
DEF6,protein_coding
DEF8,protein_coding
DEFB1,protein_coding
DEGS1,protein_coding
DEGS2,protein_coding
DEK,protein_coding
DENND1A,protein_coding
DENND1B,protein_coding
DENND1C,protein_coding
DENND2A,protein_coding
DENND2C,protein_coding
DENND2D,protein_coding
DENND3,protein_coding
DENND4A,protein_coding
DENND4B,protein_coding
DENND4C,protein_coding
DENND5A,protein_coding
DENND5B,protein_coding
DENND5B-AS1,antisense
DENND6A,protein_coding
DENND6B,protein_coding
DENR,protein_coding
DEPDC1B,protein_coding
DEPDC4,protein_coding
DEPDC5,protein_coding
DEPDC7,protein_coding
DEPTOR,protein_coding
DERA,protein_coding
DERL1,protein_coding
DERL2,protein_coding
DERL3,protein_coding
DES,protein_coding
DESI1,protein_coding
DESI2,protein_coding
DET1,protein_coding
DEXI,protein_coding
DFFA,protein_coding
DFFB,protein_coding
DFNA5,protein_coding
DFNB31,protein_coding
DFNB59,protein_coding
DGAT1,protein_coding
DGAT2,protein_coding
DGCR14,protein_coding
DGCR2,protein_coding
DGCR5,antisense
DGCR6,protein_coding
DGCR6L,protein_coding
DGCR8,protein_coding
DGKA,protein_coding
DGKB,protein_coding
DGKD,protein_coding
DGKE,protein_coding
DGKG,protein_coding
DGKH,protein_coding
DGKI,protein_coding
DGKK,processed_transcript
DGKQ,protein_coding
DGKZ,protein_coding
DGKZP1,pseudogene
DGUOK,protein_coding
DGUOK-AS1,antisense
DHCR24,protein_coding
DHCR7,protein_coding
DHDDS,protein_coding
DHDH,protein_coding
DHFR,protein_coding
DHFRL1,protein_coding
DHFRP1,pseudogene
DHODH,protein_coding
DHPS,protein_coding
DHRS1,protein_coding
DHRS11,protein_coding
DHRS12,protein_coding
DHRS13,protein_coding
DHRS3,protein_coding
DHRS4,protein_coding
DHRS4L2,protein_coding
DHRS7,protein_coding
DHRS7B,protein_coding
DHRS9,protein_coding
DHTKD1,protein_coding
DHX15,protein_coding
DHX16,protein_coding
DHX29,protein_coding
DHX30,protein_coding
DHX32,protein_coding
DHX33,protein_coding
DHX34,protein_coding
DHX35,protein_coding
DHX36,protein_coding
DHX37,protein_coding
DHX38,protein_coding
DHX40,protein_coding
DHX57,protein_coding
DHX58,protein_coding
DHX8,protein_coding
DHX9,protein_coding
DHX9P1,pseudogene
DIABLO,protein_coding
DIAPH1,protein_coding
DIAPH2,protein_coding
DIAPH2-AS1,antisense
DIAPH3,protein_coding
DICER1,protein_coding
DICER1-AS1,antisense
DIDO1,protein_coding
DIEXF,protein_coding
DIMT1,protein_coding
DIO1,protein_coding
DIO2,protein_coding
DIO3OS,lincRNA
DIP2A,protein_coding
DIP2A-IT1,sense_intronic
DIP2B,protein_coding
DIP2C,protein_coding
DIRAS1,protein_coding
DIRAS3,protein_coding
DIRC2,protein_coding
DIRC3,protein_coding
DIS3,protein_coding
DIS3L,protein_coding
DIS3L2,protein_coding
DISC1,protein_coding
DISC1-IT1,sense_intronic
DISC1FP1,processed_transcript
DISP1,protein_coding
DIXDC1,protein_coding
DKC1,protein_coding
DKK2,protein_coding
DLAT,protein_coding
DLC1,protein_coding
DLD,protein_coding
DLEC1,protein_coding
DLEU1,protein_coding
DLEU2,processed_transcript
DLEU2L,protein_coding
DLEU7,protein_coding
DLEU7-AS1,antisense
DLG1,protein_coding
DLG1-AS1,antisense
DLG2,protein_coding
DLG3,protein_coding
DLG4,protein_coding
DLG5,protein_coding
DLGAP1,protein_coding
DLGAP1-AS1,antisense
DLGAP1-AS2,antisense
DLGAP1-AS3,antisense
DLGAP2,protein_coding
DLGAP3,protein_coding
DLGAP4,protein_coding
DLK1,protein_coding
DLK2,protein_coding
DLL1,protein_coding
DLST,protein_coding
DLX2,protein_coding
DLX3,protein_coding
DLX4,protein_coding
DLX6,protein_coding
DMAP1,protein_coding
DMC1,protein_coding
DMD,protein_coding
DMGDH,protein_coding
DMKN,protein_coding
DMPK,protein_coding
DMRT1,protein_coding
DMRTA1,protein_coding
DMRTA2,protein_coding
DMRTC2,protein_coding
DMTF1,protein_coding
DMTN,protein_coding
DMWD,protein_coding
DMXL1,protein_coding
DMXL2,protein_coding
DNA2,protein_coding
DNAAF1,protein_coding
DNAAF2,protein_coding
DNAH1,protein_coding
DNAH10,protein_coding
DNAH10OS,protein_coding
DNAH11,protein_coding
DNAH12,protein_coding
DNAH14,protein_coding
DNAH17,protein_coding
DNAH2,protein_coding
DNAH3,protein_coding
DNAH5,protein_coding
DNAH6,protein_coding
DNAH7,protein_coding
DNAH8,protein_coding
DNAH9,protein_coding
DNAI1,protein_coding
DNAI2,protein_coding
DNAJA1,protein_coding
DNAJA1P3,pseudogene
DNAJA2,protein_coding
DNAJA3,protein_coding
DNAJA4,protein_coding
DNAJB1,protein_coding
DNAJB11,protein_coding
DNAJB12,protein_coding
DNAJB13,protein_coding
DNAJB14,protein_coding
DNAJB2,protein_coding
DNAJB4,protein_coding
DNAJB5,protein_coding
DNAJB6,protein_coding
DNAJB7,protein_coding
DNAJB9,protein_coding
DNAJC1,protein_coding
DNAJC10,protein_coding
DNAJC11,protein_coding
DNAJC12,protein_coding
DNAJC13,protein_coding
DNAJC14,protein_coding
DNAJC15,protein_coding
DNAJC16,protein_coding
DNAJC17,protein_coding
DNAJC18,protein_coding
DNAJC19,protein_coding
DNAJC19P5,pseudogene
DNAJC19P6,pseudogene
DNAJC19P9,pseudogene
DNAJC2,protein_coding
DNAJC21,protein_coding
DNAJC22,protein_coding
DNAJC24,protein_coding
DNAJC25,protein_coding
DNAJC27,protein_coding
DNAJC27-AS1,antisense
DNAJC28,protein_coding
DNAJC3,protein_coding
DNAJC3-AS1,lincRNA
DNAJC30,protein_coding
DNAJC4,protein_coding
DNAJC5,protein_coding
DNAJC5B,protein_coding
DNAJC5G,protein_coding
DNAJC7,protein_coding
DNAJC8,protein_coding
DNAJC9,protein_coding
DNAJC9-AS1,antisense
DNAL1,protein_coding
DNAL4,protein_coding
DNALI1,protein_coding
DNASE1,protein_coding
DNASE1L1,protein_coding
DNASE1L2,protein_coding
DNASE1L3,protein_coding
DNASE2,protein_coding
DND1,protein_coding
DND1P1,pseudogene
DNER,protein_coding
DNHD1,protein_coding
DNLZ,protein_coding
DNM1,protein_coding
DNM1L,protein_coding
DNM2,protein_coding
DNM3,protein_coding
DNMBP,protein_coding
DNMBP-AS1,antisense
DNMT1,protein_coding
DNMT3A,protein_coding
DNMT3B,protein_coding
DNPEP,protein_coding
DNPH1,protein_coding
DNTTIP1,protein_coding
DNTTIP2,protein_coding
DOC2A,protein_coding
DOC2GP,pseudogene
DOCK1,protein_coding
DOCK10,protein_coding
DOCK11,protein_coding
DOCK2,protein_coding
DOCK4,protein_coding
DOCK5,protein_coding
DOCK6,protein_coding
DOCK7,protein_coding
DOCK8,protein_coding
DOCK9,protein_coding
DOHH,protein_coding
DOK1,protein_coding
DOK2,protein_coding
DOK3,protein_coding
DOK6,protein_coding
DOLK,protein_coding
DOLPP1,protein_coding
DONSON,protein_coding
DOPEY1,protein_coding
DOPEY2,protein_coding
DOT1L,protein_coding
DPAGT1,protein_coding
DPCD,protein_coding
DPCR1,protein_coding
DPEP1,protein_coding
DPEP2,protein_coding
DPEP3,protein_coding
DPF1,protein_coding
DPF2,protein_coding
DPF3,protein_coding
DPH1,protein_coding
DPH2,protein_coding
DPH3,protein_coding
DPH5,protein_coding
DPH6,protein_coding
DPH6-AS1,lincRNA
DPH7,protein_coding
DPM1,protein_coding
DPM2,protein_coding
DPM3,protein_coding
DPP10,protein_coding
DPP3,protein_coding
DPP6,protein_coding
DPP7,protein_coding
DPP8,protein_coding
DPP9,protein_coding
DPPA4,protein_coding
DPRXP4,pseudogene
DPY19L1,protein_coding
DPY19L3,protein_coding
DPY19L4,protein_coding
DPY30,protein_coding
DPYD,protein_coding
DPYD-AS1,antisense
DPYD-AS2,antisense
DPYD-IT1,sense_intronic
DPYS,protein_coding
DPYSL2,protein_coding
DPYSL3,protein_coding
DPYSL4,protein_coding
DPYSL5,protein_coding
DR1,protein_coding
DRAM1,protein_coding
DRAM2,protein_coding
DRAP1,protein_coding
DRAXIN,protein_coding
DRC1,protein_coding
DRD1,protein_coding
DRD4,protein_coding
DRG1,protein_coding
DRG2,protein_coding
DROSHA,protein_coding
DSC2,protein_coding
DSCAM,protein_coding
DSCAML1,protein_coding
DSCR3,protein_coding
DSCR9,lincRNA
DSE,protein_coding
DSEL,protein_coding
DSG3,protein_coding
DSG4,protein_coding
DSN1,protein_coding
DSP,protein_coding
DST,protein_coding
DSTN,protein_coding
DSTNP1,pseudogene
DSTNP2,pseudogene
DSTYK,protein_coding
DTD1,protein_coding
DTD2,protein_coding
DTHD1,protein_coding
DTNA,protein_coding
DTNB,protein_coding
DTNBP1,protein_coding
DTWD1,protein_coding
DTWD2,protein_coding
DTX1,protein_coding
DTX2,protein_coding
DTX2P1,pseudogene
DTX3,protein_coding
DTX3L,protein_coding
DTX4,protein_coding
DTYMK,protein_coding
DUOX1,protein_coding
DUOX2,protein_coding
DUOXA1,protein_coding
DUS1L,protein_coding
DUS3L,protein_coding
DUS4L,protein_coding
DUSP1,protein_coding
DUSP10,protein_coding
DUSP11,protein_coding
DUSP12,protein_coding
DUSP14,protein_coding
DUSP15,protein_coding
DUSP16,protein_coding
DUSP18,protein_coding
DUSP19,protein_coding
DUSP2,protein_coding
DUSP22,protein_coding
DUSP23,protein_coding
DUSP28,protein_coding
DUSP3,protein_coding
DUSP4,protein_coding
DUSP5,protein_coding
DUSP6,protein_coding
DUSP7,protein_coding
DUSP8,protein_coding
DUSP8P5,pseudogene
DUT,protein_coding
DUTP6,pseudogene
DUTP8,pseudogene
DUX4L4,protein_coding
DUX4L8,pseudogene
DVL1,protein_coding
DVL2,protein_coding
DVL3,protein_coding
DYDC1,protein_coding
DYM,protein_coding
DYNC1H1,protein_coding
DYNC1I1,protein_coding
DYNC1I2,protein_coding
DYNC1I2P1,pseudogene
DYNC1LI1,protein_coding
DYNC1LI2,protein_coding
DYNC2H1,protein_coding
DYNC2LI1,protein_coding
DYNLL1,protein_coding
DYNLL1-AS1,antisense
DYNLL1P1,pseudogene
DYNLL2,protein_coding
DYNLRB1,protein_coding
DYNLRB2,protein_coding
DYNLT1,protein_coding
DYNLT3,protein_coding
DYNLT3P2,pseudogene
DYRK1A,protein_coding
DYRK1B,protein_coding
DYRK2,protein_coding
DYRK3,protein_coding
DYRK4,protein_coding
DYSF,protein_coding
DYX1C1,protein_coding
DZANK1,protein_coding
DZIP1,protein_coding
DZIP1L,protein_coding
DZIP3,protein_coding
E2F1,protein_coding
E2F2,protein_coding
E2F3,protein_coding
E2F3-IT1,sense_intronic
E2F4,protein_coding
E2F5,protein_coding
E2F6,protein_coding
E2F7,protein_coding
E4F1,protein_coding
EAF1,protein_coding
EAF1-AS1,antisense
EAF2,protein_coding
EAPP,protein_coding
EARS2,protein_coding
EBAG9,protein_coding
EBF1,protein_coding
EBF2,protein_coding
EBF3,protein_coding
EBI3,protein_coding
EBLN2,protein_coding
EBNA1BP2,protein_coding
EBP,protein_coding
EBPL,protein_coding
ECD,protein_coding
ECE1,protein_coding
ECE2,protein_coding
ECH1,protein_coding
ECHDC1,protein_coding
ECHDC2,protein_coding
ECHDC3,protein_coding
ECHS1,protein_coding
ECI1,protein_coding
ECI2,protein_coding
ECM1,protein_coding
ECM2,protein_coding
ECSIT,protein_coding
ECT2,protein_coding
ECT2L,protein_coding
EDA,protein_coding
EDAR,protein_coding
EDARADD,protein_coding
EDC3,protein_coding
EDC4,protein_coding
EDEM1,protein_coding
EDEM2,protein_coding
EDEM3,protein_coding
EDF1,protein_coding
EDN1,protein_coding
EDN2,protein_coding
EDN3,protein_coding
EDNRB,protein_coding
EEA1,protein_coding
EED,protein_coding
EEF1A1,protein_coding
EEF1A1P1,pseudogene
EEF1A1P10,pseudogene
EEF1A1P11,pseudogene
EEF1A1P12,pseudogene
EEF1A1P13,pseudogene
EEF1A1P14,pseudogene
EEF1A1P15,pseudogene
EEF1A1P16,pseudogene
EEF1A1P17,pseudogene
EEF1A1P19,pseudogene
EEF1A1P22,pseudogene
EEF1A1P24,pseudogene
EEF1A1P25,pseudogene
EEF1A1P28,pseudogene
EEF1A1P29,pseudogene
EEF1A1P3,pseudogene
EEF1A1P30,pseudogene
EEF1A1P31,pseudogene
EEF1A1P32,pseudogene
EEF1A1P33,pseudogene
EEF1A1P34,pseudogene
EEF1A1P38,pseudogene
EEF1A1P4,pseudogene
EEF1A1P5,pseudogene
EEF1A1P6,pseudogene
EEF1A1P7,pseudogene
EEF1A1P8,pseudogene
EEF1A1P9,pseudogene
EEF1A2,protein_coding
EEF1B2,protein_coding
EEF1B2P1,pseudogene
EEF1B2P2,pseudogene
EEF1B2P3,pseudogene
EEF1B2P4,pseudogene
EEF1D,protein_coding
EEF1DP1,pseudogene
EEF1DP2,pseudogene
EEF1DP3,pseudogene
EEF1DP5,pseudogene
EEF1E1,protein_coding
EEF1GP1,pseudogene
EEF1GP3,pseudogene
EEF1GP4,pseudogene
EEF1GP5,pseudogene
EEF2,protein_coding
EEF2K,protein_coding
EEFSEC,protein_coding
EEPD1,protein_coding
EFCAB10,protein_coding
EFCAB11,protein_coding
EFCAB12,protein_coding
EFCAB13,protein_coding
EFCAB14,protein_coding
EFCAB2,protein_coding
EFCAB4A,protein_coding
EFCAB4B,protein_coding
EFCAB5,protein_coding
EFCAB6,protein_coding
EFCAB6-AS1,antisense
EFCAB7,protein_coding
EFCC1,protein_coding
EFEMP1,protein_coding
EFEMP2,protein_coding
EFHB,protein_coding
EFHC1,protein_coding
EFHC2,protein_coding
EFHD1,protein_coding
EFHD2,protein_coding
EFNA2,protein_coding
EFNA3,protein_coding
EFNA4,protein_coding
EFNA5,protein_coding
EFNB1,protein_coding
EFNB3,protein_coding
EFR3A,protein_coding
EFS,protein_coding
EFTUD1,protein_coding
EFTUD2,protein_coding
EGF,protein_coding
EGFEM1P,pseudogene
EGFL7,protein_coding
EGFL8,protein_coding
EGFLAM,protein_coding
EGFR,protein_coding
EGLN1,protein_coding
EGLN2,protein_coding
EGOT,lincRNA
EGR1,protein_coding
EGR2,protein_coding
EGR3,protein_coding
EGR4,protein_coding
EHBP1,protein_coding
EHBP1L1,protein_coding
EHD1,protein_coding
EHD3,protein_coding
EHD4,protein_coding
EHF,protein_coding
EHHADH,protein_coding
EHMT1,protein_coding
EHMT2,protein_coding
EI24,protein_coding
EID1,protein_coding
EID2,protein_coding
EID2B,protein_coding
EID3,protein_coding
EIF1,protein_coding
EIF1AD,protein_coding
EIF1AX,protein_coding
EIF1AXP1,pseudogene
EIF1AY,protein_coding
EIF1B,protein_coding
EIF2A,protein_coding
EIF2AK1,protein_coding
EIF2AK2,protein_coding
EIF2AK3,protein_coding
EIF2AK4,protein_coding
EIF2B1,protein_coding
EIF2B2,protein_coding
EIF2B3,protein_coding
EIF2B4,protein_coding
EIF2B5,protein_coding
EIF2D,protein_coding
EIF2S1,protein_coding
EIF2S2,protein_coding
EIF2S2P2,pseudogene
EIF2S2P3,pseudogene
EIF2S2P4,pseudogene
EIF2S2P5,pseudogene
EIF2S3,protein_coding
EIF3A,protein_coding
EIF3B,protein_coding
EIF3C,protein_coding
EIF3CL,protein_coding
EIF3D,protein_coding
EIF3E,protein_coding
EIF3EP1,pseudogene
EIF3F,protein_coding
EIF3FP1,pseudogene
EIF3FP3,pseudogene
EIF3G,protein_coding
EIF3H,protein_coding
EIF3I,protein_coding
EIF3J,protein_coding
EIF3J-AS1,lincRNA
EIF3K,protein_coding
EIF3KP1,pseudogene
EIF3KP3,pseudogene
EIF3L,protein_coding
EIF3LP1,pseudogene
EIF3LP2,pseudogene
EIF3LP3,pseudogene
EIF3M,protein_coding
EIF4A1,protein_coding
EIF4A1P10,pseudogene
EIF4A1P11,pseudogene
EIF4A1P2,pseudogene
EIF4A1P5,pseudogene
EIF4A1P7,pseudogene
EIF4A1P8,pseudogene
EIF4A1P9,pseudogene
EIF4A2,protein_coding
EIF4A3,protein_coding
EIF4B,protein_coding
EIF4BP3,pseudogene
EIF4BP5,pseudogene
EIF4BP6,pseudogene
EIF4BP7,pseudogene
EIF4E,protein_coding
EIF4E1B,protein_coding
EIF4E2,protein_coding
EIF4E3,protein_coding
EIF4EBP1,protein_coding
EIF4EBP2,protein_coding
EIF4EBP3,protein_coding
EIF4ENIF1,protein_coding
EIF4G1,protein_coding
EIF4G2,protein_coding
EIF4G3,protein_coding
EIF4H,protein_coding
EIF5,protein_coding
EIF5A,protein_coding
EIF5A2,protein_coding
EIF5AL1,protein_coding
EIF5AP2,pseudogene
EIF5B,protein_coding
EIF6,protein_coding
ELAC1,protein_coding
ELAC2,protein_coding
ELANE,protein_coding
ELAVL1,protein_coding
ELAVL2,protein_coding
ELAVL3,protein_coding
ELAVL4,protein_coding
ELF1,protein_coding
ELF2,protein_coding
ELF3,protein_coding
ELF4,protein_coding
ELF5,protein_coding
ELFN1,protein_coding
ELFN2,protein_coding
ELK1,protein_coding
ELK3,protein_coding
ELK4,protein_coding
ELL,protein_coding
ELL2,protein_coding
ELMO1,protein_coding
ELMO2,protein_coding
ELMO3,protein_coding
ELMOD1,protein_coding
ELMOD2,protein_coding
ELMOD3,protein_coding
ELMSAN1,protein_coding
ELOF1,protein_coding
ELOVL1,protein_coding
ELOVL2,protein_coding
ELOVL3,protein_coding
ELOVL5,protein_coding
ELOVL6,protein_coding
ELOVL7,protein_coding
ELP2,protein_coding
ELP3,protein_coding
ELP4,protein_coding
ELP5,protein_coding
ELP6,protein_coding
EMB,protein_coding
EMBP1,pseudogene
EMC1,protein_coding
EMC10,protein_coding
EMC2,protein_coding
EMC3,protein_coding
EMC4,protein_coding
EMC6,protein_coding
EMC7,protein_coding
EMC8,protein_coding
EMC9,protein_coding
EMCN,protein_coding
EMD,protein_coding
EME1,protein_coding
EME2,protein_coding
EMG1,protein_coding
EMILIN1,protein_coding
EMILIN2,protein_coding
EMILIN3,protein_coding
EML1,protein_coding
EML2,protein_coding
EML3,protein_coding
EML4,protein_coding
EML5,protein_coding
EML6,protein_coding
EMP1,protein_coding
EMP2,protein_coding
EMP3,protein_coding
EMR1,protein_coding
EMR2,protein_coding
EMR3,protein_coding
EMR4P,pseudogene
EMX1,protein_coding
EMX2,protein_coding
EMX2OS,antisense
EN1,protein_coding
ENAH,protein_coding
ENAM,protein_coding
ENC1,protein_coding
ENDOD1,protein_coding
ENDOG,protein_coding
ENDOU,protein_coding
ENDOV,protein_coding
ENG,protein_coding
ENGASE,protein_coding
ENHO,protein_coding
ENKD1,protein_coding
ENKUR,protein_coding
ENO1,protein_coding
ENO1-AS1,antisense
ENO1-IT1,sense_intronic
ENO2,protein_coding
ENO3,protein_coding
ENO4,protein_coding
ENOPH1,protein_coding
ENOSF1,protein_coding
ENOX1,protein_coding
ENOX2,protein_coding
ENPEP,protein_coding
ENPP1,protein_coding
ENPP2,protein_coding
ENPP3,protein_coding
ENPP4,protein_coding
ENPP5,protein_coding
ENPP6,protein_coding
ENPP7,protein_coding
ENSA,protein_coding
ENTHD2,protein_coding
ENTPD1,protein_coding
ENTPD1-AS1,antisense
ENTPD3-AS1,antisense
ENTPD4,protein_coding
ENTPD5,protein_coding
ENTPD6,protein_coding
ENTPD7,protein_coding
ENY2,protein_coding
EOGT,protein_coding
EOMES,protein_coding
EP300,protein_coding
EP400,protein_coding
EP400NL,protein_coding
EPAS1,protein_coding
EPB41,protein_coding
EPB41L1,protein_coding
EPB41L2,protein_coding
EPB41L3,protein_coding
EPB41L4A,protein_coding
EPB41L4A-AS1,lincRNA
EPB41L4B,protein_coding
EPB41L5,protein_coding
EPB42,protein_coding
EPC1,protein_coding
EPC2,protein_coding
EPCAM,protein_coding
EPDR1,protein_coding
EPG5,protein_coding
EPHA1,protein_coding
EPHA1-AS1,antisense
EPHA10,protein_coding
EPHA6,protein_coding
EPHA7,protein_coding
EPHA8,protein_coding
EPHB1,protein_coding
EPHB2,protein_coding
EPHB3,protein_coding
EPHB4,protein_coding
EPHB6,protein_coding
EPHX1,protein_coding
EPHX2,protein_coding
EPHX3,protein_coding
EPM2A,protein_coding
EPM2AIP1,protein_coding
EPN1,protein_coding
EPN2,protein_coding
EPN2-AS1,antisense
EPN3,protein_coding
EPOR,protein_coding
EPPK1,protein_coding
EPRS,protein_coding
EPS15,protein_coding
EPS15L1,protein_coding
EPS15P1,pseudogene
EPS8,protein_coding
EPS8L1,protein_coding
EPS8L2,protein_coding
EPSTI1,protein_coding
EPT1,protein_coding
ERAL1,protein_coding
ERAP1,protein_coding
ERAP2,protein_coding
ERBB2,protein_coding
ERBB2IP,protein_coding
ERBB3,protein_coding
ERBB4,protein_coding
ERC1,protein_coding
ERC2,protein_coding
ERCC1,protein_coding
ERCC2,protein_coding
ERCC3,protein_coding
ERCC4,protein_coding
ERCC5,protein_coding
ERCC6,protein_coding
ERCC6L2,protein_coding
ERCC8,protein_coding
EREG,protein_coding
ERF,protein_coding
ERG,protein_coding
ERGIC1,protein_coding
ERGIC2,protein_coding
ERGIC3,protein_coding
ERH,protein_coding
ERHP1,pseudogene
ERI1,protein_coding
ERI2,protein_coding
ERI3,protein_coding
ERICH1,protein_coding
ERICH1-AS1,antisense
ERLEC1,protein_coding
ERLIN1,protein_coding
ERLIN2,protein_coding
ERMAP,protein_coding
ERMN,protein_coding
ERMP1,protein_coding
ERN1,protein_coding
ERN2,protein_coding
ERO1L,protein_coding
ERO1LB,protein_coding
ERP27,protein_coding
ERP29,protein_coding
ERP29P1,pseudogene
ERP44,protein_coding
ERRFI1,protein_coding
ERV3-1,protein_coding
ERVK13-1,processed_transcript
ERVK3-1,processed_transcript
ESAM,protein_coding
ESCO1,protein_coding
ESCO2,protein_coding
ESD,protein_coding
ESF1,protein_coding
ESPL1,protein_coding
ESPNL,protein_coding
ESR1,protein_coding
ESR2,protein_coding
ESRP1,protein_coding
ESRP2,protein_coding
ESRRA,protein_coding
ESRRG,protein_coding
ESYT1,protein_coding
ESYT2,protein_coding
ESYT3,protein_coding
ETAA1,protein_coding
ETF1,protein_coding
ETF1P2,pseudogene
ETFA,protein_coding
ETFB,protein_coding
ETFDH,protein_coding
ETHE1,protein_coding
ETNK1,protein_coding
ETNK2,protein_coding
ETS1,protein_coding
ETS2,protein_coding
ETV1,protein_coding
ETV2,protein_coding
ETV3,protein_coding
ETV3L,protein_coding
ETV4,protein_coding
ETV5,protein_coding
ETV6,protein_coding
ETV7,protein_coding
EVA1B,protein_coding
EVA1C,protein_coding
EVC,protein_coding
EVC2,protein_coding
EVI2A,protein_coding
EVI2B,protein_coding
EVI5,protein_coding
EVI5L,protein_coding
EVL,protein_coding
EVPL,protein_coding
EVX1,protein_coding
EWSR1,protein_coding
EXD1,protein_coding
EXD2,protein_coding
EXD3,protein_coding
EXO5,protein_coding
EXOC1,protein_coding
EXOC2,protein_coding
EXOC3,protein_coding
EXOC3L1,protein_coding
EXOC3L4,protein_coding
EXOC4,protein_coding
EXOC5,protein_coding
EXOC6,protein_coding
EXOC6B,protein_coding
EXOC7,protein_coding
EXOC8,protein_coding
EXOG,protein_coding
EXOSC1,protein_coding
EXOSC10,protein_coding
EXOSC2,protein_coding
EXOSC3,protein_coding
EXOSC3P1,pseudogene
EXOSC4,protein_coding
EXOSC5,protein_coding
EXOSC6,protein_coding
EXOSC7,protein_coding
EXOSC8,protein_coding
EXOSC9,protein_coding
EXPH5,protein_coding
EXT1,protein_coding
EXT2,protein_coding
EXTL2,protein_coding
EXTL3,protein_coding
EXTL3-AS1,antisense
EYA1,protein_coding
EYA3,protein_coding
EYS,protein_coding
EZH1,protein_coding
EZH2,protein_coding
EZR,protein_coding
EZR-AS1,antisense
F11,protein_coding
F11R,protein_coding
F12,protein_coding
F13A1,protein_coding
F2R,protein_coding
F2RL1,protein_coding
F2RL2,protein_coding
F2RL3,protein_coding
F3,protein_coding
F5,protein_coding
F8,protein_coding
F8A1,protein_coding
FAAH,protein_coding
FAAH2,protein_coding
FABP3,protein_coding
FABP5,protein_coding
FABP5P10,pseudogene
FABP5P15,pseudogene
FABP5P2,pseudogene
FABP5P3,pseudogene
FABP5P5,pseudogene
FABP5P7,pseudogene
FADD,protein_coding
FADS1,protein_coding
FADS2,protein_coding
FADS3,protein_coding
FAF1,protein_coding
FAF2,protein_coding
FAH,protein_coding
FAHD1,protein_coding
FAHD2A,protein_coding
FAHD2B,protein_coding
FAHD2CP,pseudogene
FAIM,protein_coding
FAIM2,protein_coding
FAIM3,protein_coding
FAM101B,protein_coding
FAM102A,protein_coding
FAM102B,protein_coding
FAM103A1,protein_coding
FAM103A2P,pseudogene
FAM104A,protein_coding
FAM104B,protein_coding
FAM105A,protein_coding
FAM105B,protein_coding
FAM106A,protein_coding
FAM107A,protein_coding
FAM107B,protein_coding
FAM109A,protein_coding
FAM109B,protein_coding
FAM110A,protein_coding
FAM110B,protein_coding
FAM110C,protein_coding
FAM110D,protein_coding
FAM111A,protein_coding
FAM114A1,protein_coding
FAM114A2,protein_coding
FAM115A,protein_coding
FAM115C,protein_coding
FAM117A,protein_coding
FAM117B,protein_coding
FAM118A,protein_coding
FAM118B,protein_coding
FAM120A,protein_coding
FAM120AOS,protein_coding
FAM120B,protein_coding
FAM120C,protein_coding
FAM122A,protein_coding
FAM122B,protein_coding
FAM122C,protein_coding
FAM124A,protein_coding
FAM124B,protein_coding
FAM126A,protein_coding
FAM126B,protein_coding
FAM127A,protein_coding
FAM127B,protein_coding
FAM127C,protein_coding
FAM129A,protein_coding
FAM129B,protein_coding
FAM129C,protein_coding
FAM131A,protein_coding
FAM131B,protein_coding
FAM132A,protein_coding
FAM133A,protein_coding
FAM133B,protein_coding
FAM133CP,pseudogene
FAM133DP,pseudogene
FAM134A,protein_coding
FAM134B,protein_coding
FAM134C,protein_coding
FAM135A,protein_coding
FAM135B,protein_coding
FAM136A,protein_coding
FAM136BP,pseudogene
FAM13A,protein_coding
FAM13A-AS1,antisense
FAM13B,protein_coding
FAM149A,protein_coding
FAM149B1,protein_coding
FAM150B,protein_coding
FAM151A,protein_coding
FAM151B,protein_coding
FAM153A,protein_coding
FAM153B,protein_coding
FAM154A,protein_coding
FAM155A,protein_coding
FAM155A-IT1,sense_intronic
FAM156A,protein_coding
FAM156B,protein_coding
FAM157A,lincRNA
FAM157B,lincRNA
FAM157C,processed_transcript
FAM159A,protein_coding
FAM160A1,protein_coding
FAM160A2,protein_coding
FAM160B1,protein_coding
FAM160B2,protein_coding
FAM161A,protein_coding
FAM161B,protein_coding
FAM162A,protein_coding
FAM163A,protein_coding
FAM166A,protein_coding
